//Key	Language	Translation	creation date yyyymmdd
L_CatalogueFormMainMenu1Dateii1Datenimportieren1ImportFromDataBackupCaption	plk	Import aus Katalogdatensicherung	date20030218
L_CatalogueFormMainMenu1Dateii1Datenimportieren1ImportFromDataBackupCaption	spa	Importación de backup de datos de catálogo	date20030218
L_CatalogueFormMainMenu1Dateii1Datenimportieren1ImportFromGSShopbuilderPro2x1Caption	deu	Import aus GS Shopbuilder 2.x	date20030218
L_CatalogueFormMainMenu1Dateii1Datenimportieren1ImportFromGSShopbuilderPro2x1Caption	eng	Import from GS Shopbuilder 2.x	date20030218
L_CatalogueFormMainMenu1Dateii1Datenimportieren1ImportFromGSShopbuilderPro2x1Caption	plk	Import aus GS Shopbuilder 2.x	date20030218
L_CatalogueFormMainMenu1Dateii1Datenimportieren1ImportFromGSShopbuilderPro2x1Caption	spa	Importación de GS Shopbuilder 2.x	date20030218
L_CatalogueFormMainMenu1Dateii1Datenimportieren1N22Caption	deu	-	date20030218
L_CatalogueFormMainMenu1Dateii1Datenimportieren1N22Caption	eng	-	date20030218
L_CatalogueFormMainMenu1Dateii1Datenimportieren1N22Caption	plk	-	date20030218
L_CatalogueFormMainMenu1Dateii1Datenimportieren1N22Caption	spa	-	date20030218
L_CatalogueFormMainMenu1Dateii1Grundeinstellungen1Caption	deu	&Einstellungen...	date20030218
L_CatalogueFormMainMenu1Dateii1Grundeinstellungen1Caption	eng	S&ettings...	date20030218
L_CatalogueFormMainMenu1Dateii1Grundeinstellungen1Caption	plk	&Einstellungen...	date20030218
L_CatalogueFormMainMenu1Dateii1Grundeinstellungen1Caption	spa	Configuraciones...	date20030218
L_CatalogueFormMainMenu1Dateii1Katalogdatenexportieren1AlsCVSDateiexportieren1Caption	deu	Als CVS-Datei exportieren	date20030218
L_CatalogueFormMainMenu1Dateii1Katalogdatenexportieren1AlsCVSDateiexportieren1Caption	eng	Export catalog as CSV file	date20030218
L_CatalogueFormMainMenu1Dateii1Katalogdatenexportieren1AlsCVSDateiexportieren1Caption	plk	Als CVS-Datei exportieren	date20030218
L_CatalogueFormMainMenu1Dateii1Katalogdatenexportieren1AlsCVSDateiexportieren1Caption	spa	Exportar catálogo como archivo CSV 	date20030218
L_CatalogueFormMainMenu1Dateii1Katalogdatenexportieren1AlsTextdateiexportieren1Caption	deu	Als Textdatei exportieren	date20030218
L_CatalogueFormMainMenu1Dateii1Katalogdatenexportieren1AlsTextdateiexportieren1Caption	eng	Export catalog as text file	date20030218
L_CatalogueFormMainMenu1Dateii1Katalogdatenexportieren1AlsTextdateiexportieren1Caption	plk	Als Textdatei exportieren	date20030218
L_CatalogueFormMainMenu1Dateii1Katalogdatenexportieren1AlsTextdateiexportieren1Caption	spa	Exportar catálogo como archivo de texto	date20030218
L_CatalogueFormMainMenu1Dateii1Katalogdatenexportieren1Caption	deu	Katalogdaten exportieren	date20030218
L_CatalogueFormMainMenu1Dateii1Katalogdatenexportieren1Caption	eng	Export catalog data	date20030218
L_CatalogueFormMainMenu1Dateii1Katalogdatenexportieren1Caption	plk	Katalogdaten exportieren	date20030218
L_CatalogueFormMainMenu1Dateii1Katalogdatenexportieren1Caption	spa	Exportar datos de catálogo	date20030218
L_CatalogueFormMainMenu1Dateii1N15Caption	deu	-	date20030218
L_CatalogueFormMainMenu1Dateii1N15Caption	eng	-	date20030218
L_CatalogueFormMainMenu1Dateii1N15Caption	plk	-	date20030218
L_CatalogueFormMainMenu1Dateii1N15Caption	spa	-	date20030218
L_CatalogueFormMainMenu1Dateii1N2Caption	deu	-	date20030218
L_CatalogueFormMainMenu1Dateii1N2Caption	eng	-	date20030218
L_CatalogueFormMainMenu1Dateii1N2Caption	plk	-	date20030218
L_CatalogueFormMainMenu1Dateii1N2Caption	spa	-	date20030218
L_CatalogueFormMainMenu1Dateii1N4Caption	deu	-	date20030218
L_CatalogueFormMainMenu1Dateii1N4Caption	eng	-	date20030218
L_CatalogueFormMainMenu1Dateii1N4Caption	plk	-	date20030218
L_CatalogueFormMainMenu1Dateii1N4Caption	spa	-	date20030218
L_CatalogueFormMainMenu1Dateii1N7Caption	deu	-	date20030218
L_CatalogueFormMainMenu1Dateii1N7Caption	eng	-	date20030218
L_CatalogueFormMainMenu1Dateii1N7Caption	plk	-	date20030218
L_CatalogueFormMainMenu1Dateii1N7Caption	spa	-	date20030218
L_CatalogueFormMainMenu1Dateii1N8Caption	deu	-	date20030218
L_CatalogueFormMainMenu1Dateii1N8Caption	eng	-	date20030218
L_CatalogueFormMainMenu1Dateii1N8Caption	plk	-	date20030218
L_CatalogueFormMainMenu1Dateii1N8Caption	spa	-	date20030218
L_CatalogueFormMainMenu1Dateii1NCaption	deu	-	date20030218
L_CatalogueFormMainMenu1Dateii1NCaption	eng	-	date20030218
L_CatalogueFormMainMenu1Dateii1NCaption	plk	-	date20030218
L_CatalogueFormMainMenu1Dateii1NCaption	spa	-	date20030218
L_CatalogueFormMainMenu1Dateii1Onlineshoptestenaufrumen1Caption	deu	Onlineshop &testen und aufräumen...	date20030218
L_CatalogueFormMainMenu1Dateii1Onlineshoptestenaufrumen1Caption	eng	Test and &clean up online shop...	date20030218
L_CatalogueFormMainMenu1Dateii1Onlineshoptestenaufrumen1Caption	trk	Onlineshop &kontrol et ve düzenle...	date20030218
L_CatalogueFormMainMenu1Dateii1Onlineshoptestenaufrumen1Caption	spa	Probar y ordenar online shop...	date20030218
L_CatalogueFormMainMenu1Dateii1PACDateierzeugen1Caption	deu	&Daten zum ISP übertragen...	date20030218
L_CatalogueFormMainMenu1Dateii1PACDateierzeugen1Caption	eng	&Transfer data to ISP...	date20030218
L_CatalogueFormMainMenu1Dateii1PACDateierzeugen1Caption	trk	&ISP'ye veri taþýma...	date20030218
L_CatalogueFormMainMenu1Dateii1PACDateierzeugen1Caption	spa	&Transferir datos a ISP...	date20030218
L_CatalogueFormMainMenu1Dateii1Templateauswhlen1Caption	deu	&Stilvorlage auswählen...	date20030218
L_CatalogueFormMainMenu1Dateii1Templateauswhlen1Caption	eng	&Select template...	date20030218
L_CatalogueFormMainMenu1Dateii1Templateauswhlen1Caption	trk	&Taslak seçimi...	date20030218
L_CatalogueFormMainMenu1Dateii1Templateauswhlen1Caption	spa	&Seleccionar template...	date20030218
L_CatalogueFormMainMenu1Dateii1Verffentlichen1Caption	deu	&Veröffentlichen...	date20030218
L_CatalogueFormMainMenu1Dateii1Verffentlichen1Caption	eng	&Publish...	date20030218
L_CatalogueFormMainMenu1Dateii1Verffentlichen1Caption	trk	&Yayýnla...	date20030218
L_CatalogueFormMainMenu1Dateii1Verffentlichen1Caption	spa	&Publicar...	date20030218
L_CatalogueFormMainMenu1Dateii1Weberzeugen1Caption	deu	&Onlineshop erzeugen und anzeigen...	date20030218
L_CatalogueFormMainMenu1Dateii1Weberzeugen1Caption	eng	&Create and show online shop...	date20030218
L_CatalogueFormMainMenu1Dateii1Weberzeugen1Caption	trk	&Onlineshop oluþtur ve göster...	date20030218
L_CatalogueFormMainMenu1Dateii1Weberzeugen1Caption	spa	&Producir y mostrar online shop...	date20030218
L_CatalogueFormMainMenu1Hilfe1AnmeldenbeiShopcity241Caption	deu	Meinen Shop bei Shopcity24 anmelden	date20030218
L_CatalogueFormMainMenu1Hilfe1AnmeldenbeiShopcity241Caption	eng	Register my Shop at Shopcity24...	date20030218
L_CatalogueFormMainMenu1Hilfe1AnmeldenbeiShopcity241Caption	trk	Shop'umun Shopcity24'e kaydýný yaptýr	date20030218
L_CatalogueFormMainMenu1Hilfe1AnmeldenbeiShopcity241Caption	spa	Registrar mi Shop en Shopcity24...	date20030218
L_CatalogueFormMainMenu1Hilfe1ber1Caption	deu	&Über...	date20030218
L_CatalogueFormMainMenu1Hilfe1ber1Caption	eng	&About...	date20030218
L_CatalogueFormMainMenu1Hilfe1ber1Caption	trk	&Hakkýnda...	date20030218
L_CatalogueFormMainMenu1Hilfe1ber1Caption	spa	&Sobre...	date20030218
L_CatalogueFormMainMenu1Hilfe1Caption	deu	&Hilfe	date20030218
L_CatalogueFormMainMenu1Hilfe1Caption	eng	&Help	date20030218
L_CatalogueFormMainMenu1Hilfe1Caption	trk	&Yardým	date20030218
L_CatalogueFormMainMenu1Hilfe1Caption	spa	&Ayuda	date20030218
L_CatalogueFormMainMenu1Hilfe1FAQBackupCaption	deu	FAQ	date20030218
L_CatalogueFormMainMenu1Hilfe1FAQBackupCaption	eng	FAQ	date20030218
L_CatalogueFormMainMenu1Hilfe1FAQBackupCaption	plk	FAQ	date20030218
L_CatalogueFormMainMenu1Hilfe1FAQBackupCaption	spa	FAQ	date20030218
L_CatalogueFormMainMenu1Hilfe1GSShopBuilderFAQ1Caption	deu	GS ShopBuilder Support	date20030218
L_CatalogueFormMainMenu1Hilfe1GSShopBuilderFAQ1Caption	eng	GS ShopBuilder Support	date20030218
L_CatalogueFormMainMenu1Hilfe1GSShopBuilderFAQ1Caption	plk	GS ShopBuilder Support	date20030218
L_CatalogueFormMainMenu1Hilfe1GSShopBuilderFAQ1Caption	spa	GS ShopBuilder Soporte	date20030218
L_CatalogueFormMainMenu1Hilfe1GSShopBuilderHomepage1Caption	deu	GS ShopBuilder Homepage	date20030218
L_CatalogueFormMainMenu1Hilfe1GSShopBuilderHomepage1Caption	eng	GS ShopBuilder Homepage	date20030218
L_CatalogueFormMainMenu1Hilfe1GSShopBuilderHomepage1Caption	trk	GS ShopBuilder Anasayfa	date20030218
L_CatalogueFormMainMenu1Hilfe1GSShopBuilderHomepage1Caption	spa	GS ShopBuilder página principal	date20030218
L_CatalogueFormMainMenu1Hilfe1Index1Caption	deu	I&ndex	date20030218
L_CatalogueFormMainMenu1Hilfe1Index1Caption	eng	I&ndex	date20030218
L_CatalogueFormMainMenu1Hilfe1Index1Caption	trk	I&ndex	date20030218
L_CatalogueFormMainMenu1Hilfe1Index1Caption	spa	Índice	date20030218
L_CatalogueFormMainMenu1Hilfe1Inhalt1Caption	deu	&Inhalt	date20030218
L_CatalogueFormMainMenu1Hilfe1Inhalt1Caption	eng	&Contents	date20030218
L_CatalogueFormMainMenu1Hilfe1Inhalt1Caption	trk	&Ýçindekiler	date20030218
L_CatalogueFormMainMenu1Hilfe1Inhalt1Caption	spa	Contenido	date20030218
L_CatalogueFormMainMenu1Hilfe1MenuItem1Caption	deu	-	date20030218
L_CatalogueFormMainMenu1Hilfe1MenuItem1Caption	eng	-	date20030218
L_CatalogueFormMainMenu1Hilfe1MenuItem1Caption	plk	-	date20030218
L_CatalogueFormMainMenu1Hilfe1MenuItem1Caption	spa	-	date20030218
L_CatalogueFormMainMenu1Hilfe1N10Caption	deu	-	date20030218
L_CatalogueFormMainMenu1Hilfe1N10Caption	eng	-	date20030218
L_CatalogueFormMainMenu1Hilfe1N10Caption	plk	-	date20030218
L_CatalogueFormMainMenu1Hilfe1N10Caption	spa	-	date20030218
L_CatalogueFormMainMenu1Hilfe1N11Caption	deu	-	date20030218
L_CatalogueFormMainMenu1Hilfe1N11Caption	eng	-	date20030218
L_CatalogueFormMainMenu1Hilfe1N11Caption	plk	-	date20030218
L_CatalogueFormMainMenu1Hilfe1N11Caption	spa	-	date20030218
L_CatalogueFormMainMenu1Hilfe1Shopcity24DieShoppingMall1Caption	deu	Shopcity24 - Das Onlineshop Verzeichnis	date20030218
L_CatalogueFormMainMenu1Hilfe1Shopcity24DieShoppingMall1Caption	eng	Shopcity24 - Online shop index	date20030218
L_CatalogueFormMainMenu1Hilfe1Shopcity24DieShoppingMall1Caption	trk	Shopcity24 - Onlineshop klasörü	date20030218
L_CatalogueFormMainMenu1Hilfe1Shopcity24DieShoppingMall1Caption	spa	Shopcity24 - Índice de online shop 	date20030218
L_CatalogueFormMainMenu1Links1Caption	deu	&Links	date20030218
L_CatalogueFormMainMenu1Links1Caption	eng	&Links	date20030218
L_CatalogueFormMainMenu1Links1Caption	trk	&Baðlantýlar	date20030218
L_CatalogueFormMainMenu1Links1Caption	spa	&Links	date20030218
L_CatalogueFormMainMenu1Links1URLzuArtikelbeschreibunghinzufgen1Caption	deu	Link des Artikel&namens bearbeiten...	date20030218
L_CatalogueFormMainMenu1Links1URLzuArtikelbeschreibunghinzufgen1Caption	eng	&Edit item link...	date20030218
L_CatalogueFormMainMenu1Links1URLzuArtikelbeschreibunghinzufgen1Caption	trk	ürün&adý baðlantýsýný düzenle...	date20030218
L_CatalogueFormMainMenu1Links1URLzuArtikelbeschreibunghinzufgen1Caption	spa	&Editar link de artículo...	date20030218
L_CatalogueFormMainMenu1Links1URLzuBildhuinzufgen1Caption	deu	Link des &Bildes bearbeiten...	date20030218
L_CatalogueFormMainMenu1Links1URLzuBildhuinzufgen1Caption	eng	Edit image &link...	date20030218
L_CatalogueFormMainMenu1Links1URLzuBildhuinzufgen1Caption	trk	&Resim baðlantýsýný düzenle...	date20030218
L_CatalogueFormMainMenu1Links1URLzuBildhuinzufgen1Caption	spa	Editar link de imagen...	date20030218
L_CatalogueFormpcArtikeltsContentManagerCaption	deu	&Content zuordnen	date20030218
L_CatalogueFormpcArtikeltsContentManagerCaption	eng	&Assign content 	date20030218
L_CatalogueFormpcArtikeltsContentManagerCaption	trk	&Content uyumu	date20030218
L_CatalogueFormpcArtikeltsContentManagerCaption	spa	&Asignar contenido 	date20030218
L_CatalogueFormpcArtikeltsContentManagerPanel20Panel12Caption	deu	Warengruppen	date20030218
L_CatalogueFormpcArtikeltsContentManagerPanel20Panel12Caption	eng	Categories	date20030218
L_CatalogueFormpcArtikeltsContentManagerPanel20Panel12Caption	trk	Kategoriler	date20030218
L_CatalogueFormpcArtikeltsContentManagerPanel20Panel12Caption	spa	Categorías	date20030218
L_CatalogueFormpcArtikeltsContentManagerPanel7Label25Caption	deu	Content zu Warengruppen zuordnen	date20030218
L_CatalogueFormpcArtikeltsContentManagerPanel7Label25Caption	eng	Assign content to categories	date20030218
L_CatalogueFormpcArtikeltsContentManagerPanel7Label25Caption	trk	Contentleri kategorilere uyumlandýr	date20030218
L_CatalogueFormpcArtikeltsContentManagerPanel7Label25Caption	spa	Asignar contenido a categorías	date20030218
L_CatalogueFormpcArtikeltsContentManagerPanel8DBGrid6.Columns[0].TitleCaption	deu	Content Pool	date20030218
L_CatalogueFormpcArtikeltsContentManagerPanel8DBGrid6.Columns[0].TitleCaption	eng	Content pool	date20030218
L_CatalogueFormpcArtikeltsContentManagerPanel8DBGrid6.Columns[0].TitleCaption	trk	Content Pool	date20030218
L_CatalogueFormpcArtikeltsContentManagerPanel8DBGrid6.Columns[0].TitleCaption	spa	Content pool	date20030218
L_CatalogueFormpcArtikeltsContentManagerPanel8DBGrid6Hint	deu	Ziehen Sie mit der Maus den Content auf das entsprechende Keyword	date20030218
L_CatalogueFormpcArtikeltsContentManagerPanel8DBGrid6Hint	eng	Move the content to the keywords by drag and drop	date20030218
L_CatalogueFormpcArtikeltsContentManagerPanel8DBGrid6Hint	plk	Content'i fareniz yardýmýyla ilgili anahtar kelime üzerine çekin	date20030218
L_CatalogueFormpcArtikeltsContentManagerPanel8DBGrid6Hint	spa	Desplace el contenido a la correspondiente palabra clave mediante el ratón	date20030218
L_CatalogueFormpcArtikeltsContentManagerPanel8TagListe.Columns[0]Caption	deu	Tag	date20030218
L_CatalogueFormpcArtikeltsContentManagerPanel8TagListe.Columns[0]Caption	eng	Tag	date20030218
L_CatalogueFormpcArtikeltsContentManagerPanel8TagListe.Columns[0]Caption	trk	Tag	date20030218
L_CatalogueFormpcArtikeltsContentManagerPanel8TagListe.Columns[0]Caption	spa	Día	date20030218
L_CatalogueFormpcArtikeltsContentManagerPanel8TagListe.Columns[1]Caption	deu	Content	date20030218
L_CatalogueFormpcArtikeltsContentManagerPanel8TagListe.Columns[1]Caption	eng	Content	date20030218
L_CatalogueFormpcArtikeltsContentManagerPanel8TagListe.Columns[1]Caption	trk	Content	date20030218
L_CatalogueFormpcArtikeltsContentManagerPanel8TagListe.Columns[1]Caption	spa	Contenido	date20030218
L_CatalogueFormpcArtikeltsContentPoolCaption	deu	Content &Pool	date20030218
L_CatalogueFormpcArtikeltsContentPoolCaption	eng	Content &Pool	date20030218
L_CatalogueFormpcArtikeltsContentPoolCaption	trk	Content &Pool	date20030218
L_CatalogueFormpcArtikeltsContentPoolCaption	spa	Content &Pool	date20030218
L_CatalogueFormpcArtikeltsContentPoolPanel18Label23Caption	deu	Content Pool	date20030218
L_CatalogueFormpcArtikeltsContentPoolPanel18Label23Caption	eng	Content pool	date20030218
L_CatalogueFormpcArtikeltsContentPoolPanel18Label23Caption	trk	Content Pool	date20030218
L_CatalogueFormpcArtikeltsContentPoolPanel18Label23Caption	spa	Content pool	date20030218
L_CatalogueFormpcArtikeltsContentPoolPanel21Panel24Label28Caption	deu	Name	date20030218
L_CatalogueFormpcArtikeltsContentPoolPanel21Panel24Label28Caption	eng	Name	date20030218
L_CatalogueFormpcArtikeltsContentPoolPanel21Panel24Label28Caption	trk	Ad	date20030218
L_CatalogueFormpcArtikeltsContentPoolPanel21Panel24Label28Caption	spa	Nombre	date20030218
L_CatalogueFormpcArtikeltsContentPoolPanel22Panel23Label27Caption	deu	Inhalt	date20030218
L_CatalogueFormpcArtikeltsContentPoolPanel22Panel23Label27Caption	eng	Content	date20030218
L_CatalogueFormpcArtikeltsContentPoolPanel22Panel23Label27Caption	trk	Ýçindekiler	date20030218
L_CatalogueFormpcArtikeltsContentPoolPanel22Panel23Label27Caption	spa	Contenido	date20030218
L_CatalogueFormpcArtikeltsDetailCaption	deu	De&tail	date20030218
L_CatalogueFormpcArtikeltsDetailCaption	eng	De&tail	date20030218
L_CatalogueFormpcArtikeltsDetailCaption	trk	Ay&rýntýlar	date20030218
L_CatalogueFormpcArtikeltsDetailCaption	spa	Detalle	date20030218
L_CatalogueFormpcArtikeltsDetailPanel16Panel17Caption	deu	Warengruppen	date20030218
L_CatalogueFormpcArtikeltsDetailPanel16Panel17Caption	eng	Categories	date20030218
L_CatalogueFormpcArtikeltsDetailPanel16Panel17Caption	trk	Kategoriler	date20030218
L_CatalogueFormpcArtikeltsDetailPanel16Panel17Caption	spa	Categorías	date20030218
L_CatalogueFormpcArtikeltsDetailPanel4Label18Caption	deu	Katalog Artikeldetails	date20030218
L_CatalogueFormpcArtikeltsDetailPanel4Label18Caption	eng	Catalog item details	date20030218
L_CatalogueFormpcArtikeltsDetailPanel4Label18Caption	trk	Katalog ürün ayrýntýlarý	date20030218
L_CatalogueFormpcArtikeltsDetailPanel4Label18Caption	spa	Catálogo detalles de artículo	date20030218
L_CatalogueFormpcArtikeltsDetailPanel9GroupBox1Caption	deu	Detailseite erzeugen	date20030218
L_CatalogueFormpcArtikeltsDetailPanel9GroupBox1Caption	eng	Create detail page	date20030218
L_CatalogueFormpcArtikeltsDetailPanel9GroupBox1Caption	trk	Ayrýntý sayfasý oluþtur	date20030218
L_CatalogueFormpcArtikeltsDetailPanel9GroupBox1Caption	spa	Producir página de detalle	date20030218
L_CatalogueFormpcArtikeltsDetailPanel9GroupBox1Label7Caption	deu	Kurzbeschreibungstext	date20030218
L_CatalogueFormpcArtikeltsDetailPanel9GroupBox1Label7Caption	eng	Brief description 1:	date20030218
L_CatalogueFormpcArtikeltsDetailPanel9GroupBox1Label7Caption	trk	Kýsa tanýmlamametni	date20030218
L_CatalogueFormpcArtikeltsDetailPanel9GroupBox1Label7Caption	spa	Descripción corta 1:	date20030218
L_CatalogueFormpcArtikeltsDetailPanel9GroupBox1Label8Caption	deu	Auführlicher Beschreibungstext	date20030218
L_CatalogueFormpcArtikeltsDetailPanel9GroupBox1Label8Caption	eng	Extensive description 2:	date20030218
L_CatalogueFormpcArtikeltsDetailPanel9GroupBox1Label8Caption	trk	Ayrýntýlý tanýmlamametni	date20030218
L_CatalogueFormpcArtikeltsDetailPanel9GroupBox1Label8Caption	spa	Descripción detallada 2:	date20030218
L_CatalogueFormpcArtikeltsDetailPanel9GroupBox2Caption	deu	Staffelpreise	date20030218
L_CatalogueFormpcArtikeltsDetailPanel9GroupBox2Caption	eng	Sliding-scale prices	date20030218
L_CatalogueFormpcArtikeltsDetailPanel9GroupBox2Caption	trk	Kademeli fiyat	date20030218
L_CatalogueFormpcArtikeltsDetailPanel9GroupBox2Caption	spa	Precios escalonados	date20030218
L_CatalogueFormpcArtikeltsDetailPanel9GroupBox2Label10Caption	deu	ab Menge:	date20030218
L_CatalogueFormpcArtikeltsDetailPanel9GroupBox2Label10Caption	eng	from quantity:	date20030218
L_CatalogueFormpcArtikeltsDetailPanel9GroupBox2Label10Caption	trk	baþlangýç miktarý:	date20030218
L_CatalogueFormpcArtikeltsDetailPanel9GroupBox2Label10Caption	spa	de cantidad:	date20030218
L_CatalogueFormpcArtikeltsDetailPanel9GroupBox2Label11Caption	deu	Preis:	date20030218
L_CatalogueFormpcArtikeltsDetailPanel9GroupBox2Label11Caption	eng	Price:	date20030218
L_CatalogueFormpcArtikeltsDetailPanel9GroupBox2Label11Caption	trk	Fiyat:	date20030218
L_CatalogueFormpcArtikeltsDetailPanel9GroupBox2Label11Caption	spa	Precio:	date20030218
L_CatalogueFormpcArtikeltsDetailPanel9GroupBox3Caption	deu	Attribute	date20030218
L_CatalogueFormpcArtikeltsDetailPanel9GroupBox3Caption	eng	Attributes	date20030218
L_CatalogueFormpcArtikeltsDetailPanel9GroupBox3Caption	plk	Attribute	date20030218
L_CatalogueFormpcArtikeltsDetailPanel9GroupBox3Caption	spa	Atributos	date20030218
L_CatalogueFormpcArtikeltsDetailPanel9GroupBox4Caption	deu	Optionen	date20030218
L_CatalogueFormpcArtikeltsDetailPanel9GroupBox4Caption	eng	Options	date20030218
L_CatalogueFormpcArtikeltsDetailPanel9GroupBox4Caption	plk	Optionen	date20030218
L_CatalogueFormpcArtikeltsDetailPanel9GroupBox4Caption	spa	Opciones	date20030218
L_CatalogueFormpcArtikeltsDetailPanel9GroupBox4DBCheckBox12Caption	deu	Texteingabe	date20030218
L_CatalogueFormpcArtikeltsDetailPanel9GroupBox4DBCheckBox12Caption	eng	Text input	date20030218
L_CatalogueFormpcArtikeltsDetailPanel9GroupBox4DBCheckBox12Caption	plk	Texteingabe	date20030218
L_CatalogueFormpcArtikeltsDetailPanel9GroupBox4DBCheckBox12Caption	spa	Entrada de texto	date20030218
L_CatalogueFormpcArtikeltsDetailPanel9GroupBox4DBCheckBox1Caption	deu	Aktiv	date20030218
L_CatalogueFormpcArtikeltsDetailPanel9GroupBox4DBCheckBox1Caption	eng	Active	date20030218
L_CatalogueFormpcArtikeltsDetailPanel9GroupBox4DBCheckBox1Caption	plk	Aktiv	date20030218
L_CatalogueFormpcArtikeltsDetailPanel9GroupBox4DBCheckBox1Caption	spa	Activo	date20030218
L_CatalogueFormpcArtikeltsDetailPanel9GroupBox4DBCheckBox2Caption	deu	Markiert	date20030218
L_CatalogueFormpcArtikeltsDetailPanel9GroupBox4DBCheckBox2Caption	eng	Marked	date20030218
L_CatalogueFormpcArtikeltsDetailPanel9GroupBox4DBCheckBox2Caption	plk	Markiert	date20030218
L_CatalogueFormpcArtikeltsDetailPanel9GroupBox4DBCheckBox2Caption	spa	Marcado	date20030218
L_CatalogueFormpcArtikeltsDetailPanel9GroupBox4DBCheckBox3Caption	deu	Detailseite	date20030218
L_CatalogueFormpcArtikeltsDetailPanel9GroupBox4DBCheckBox3Caption	eng	Detail page	date20030218
L_CatalogueFormpcArtikeltsDetailPanel9GroupBox4DBCheckBox3Caption	plk	Detailseite	date20030218
L_CatalogueFormpcArtikeltsDetailPanel9GroupBox4DBCheckBox3Caption	spa	Página de detalle	date20030218
L_CatalogueFormpcArtikeltsDetailPanel9GroupBox4DBCheckBox4Caption	deu	Auf Hauptseite	date20030218
L_CatalogueFormpcArtikeltsDetailPanel9GroupBox4DBCheckBox4Caption	eng	On main page	date20030218
L_CatalogueFormpcArtikeltsDetailPanel9GroupBox4DBCheckBox4Caption	plk	Auf Hauptseite	date20030218
L_CatalogueFormpcArtikeltsDetailPanel9GroupBox4DBCheckBox4Caption	spa	En página inicial	date20030218
L_CatalogueFormpcArtikeltsDetailPanel9GroupBox4DBCheckBox5Caption	deu	Variante	date20030218
L_CatalogueFormpcArtikeltsDetailPanel9GroupBox4DBCheckBox5Caption	eng	Variant	date20030218
L_CatalogueFormpcArtikeltsDetailPanel9GroupBox4DBCheckBox5Caption	plk	Variante	date20030218
L_CatalogueFormpcArtikeltsDetailPanel9GroupBox4DBCheckBox5Caption	spa	Variante	date20030218
L_CatalogueFormpcArtikeltsDetailPanel9Label13Caption	deu	Preis:	date20030218
L_CatalogueFormpcArtikeltsDetailPanel9Label13Caption	eng	Price:	date20030218
L_CatalogueFormpcArtikeltsDetailPanel9Label13Caption	plk	Preis:	date20030218
L_CatalogueFormpcArtikeltsDetailPanel9Label13Caption	spa	Precio:	date20030218
L_CatalogueFormpcArtikeltsDetailPanel9Label3Caption	deu	Artikelnummer:	date20030218
L_CatalogueFormpcArtikeltsDetailPanel9Label3Caption	eng	Item number	date20030218
L_CatalogueFormpcArtikeltsDetailPanel9Label3Caption	plk	Artikelnummer:	date20030218
L_CatalogueFormpcArtikeltsDetailPanel9Label3Caption	spa	Número de artículo 	date20030218
L_CatalogueFormpcArtikeltsDetailPanel9Label4Caption	deu	Produktname:	date20030218
L_CatalogueFormpcArtikeltsDetailPanel9Label4Caption	eng	Item name:	date20030218
L_CatalogueFormpcArtikeltsDetailPanel9Label4Caption	plk	Produktname:	date20030218
L_CatalogueFormpcArtikeltsDetailPanel9Label4Caption	spa	Nombre de artículo:	date20030218
L_CatalogueFormpcArtikeltsDetailPanel9Label5Caption	deu	UST-Satz:	date20030218
L_CatalogueFormpcArtikeltsDetailPanel9Label5Caption	eng	Sales tax rate:	date20030218
L_CatalogueFormpcArtikeltsDetailPanel9Label5Caption	plk	UST-Satz:	date20030218
L_CatalogueFormpcArtikeltsDetailPanel9Label5Caption	spa	IVA:	date20030218
L_CatalogueFormpcArtikeltsDetailPanel9Label6Caption	deu	Beschreibung:	date20030218
L_CatalogueFormpcArtikeltsDetailPanel9Label6Caption	eng	Description:	date20030218
L_CatalogueFormpcArtikeltsDetailPanel9Label6Caption	plk	Beschreibung:	date20030218
L_CatalogueFormpcArtikeltsDetailPanel9Label6Caption	spa	Descripción:	date20030218
L_CatalogueFormpcArtikeltsDetailPanel9Label9Caption	deu	Gewicht:	date20030218
L_CatalogueFormpcArtikeltsDetailPanel9Label9Caption	eng	Weight:	date20030218
L_CatalogueFormpcArtikeltsDetailPanel9Label9Caption	plk	Gewicht:	date20030218
L_CatalogueFormpcArtikeltsDetailPanel9Label9Caption	spa	Peso:	date20030218
L_CatalogueFormpcArtikeltsOverviewCaption	deu	Li&ste	date20030218
L_CatalogueFormpcArtikeltsOverviewCaption	eng	Li&st	date20030218
L_CatalogueFormpcArtikeltsOverviewCaption	plk	Li&ste	date20030218
L_CatalogueFormpcArtikeltsOverviewCaption	spa	Lista	date20030218
L_CatalogueFormpcArtikeltsOverviewPanel15Panel10Caption	deu	Warengruppen	date20030218
L_CatalogueFormpcArtikeltsOverviewPanel15Panel10Caption	eng	Categories	date20030218
L_CatalogueFormpcArtikeltsOverviewPanel15Panel10Caption	plk	Warengruppen	date20030218
L_CatalogueFormpcArtikeltsOverviewPanel15Panel10Caption	spa	Categorías	date20030218
L_CatalogueFormpcArtikeltsOverviewPanel1Label24Caption	deu	Katalog Artikelliste	date20030218
L_CatalogueFormpcArtikeltsOverviewPanel1Label24Caption	eng	Catalog item list	date20030218
L_CatalogueFormpcArtikeltsOverviewPanel1Label24Caption	plk	Katalog Artikelliste	date20030218
L_CatalogueFormpcArtikeltsOverviewPanel1Label24Caption	spa	Catálogo lista de artículos	date20030218
